hetnet	compound_id	disease_id	status
rephetio-v2.0_perm-4	DB00091	DOID:10652	0
rephetio-v2.0_perm-5	DB00091	DOID:10763	1
rephetio-v2.0_perm-1	DB00091	DOID:11054	0
rephetio-v2.0_perm-1	DB00091	DOID:1115	0
rephetio-v2.0_perm-4	DB00091	DOID:11714	0
rephetio-v2.0_perm-1	DB00091	DOID:11934	0
rephetio-v2.0_perm-2	DB00091	DOID:12306	0
rephetio-v2.0_perm-4	DB00091	DOID:12361	0
rephetio-v2.0	DB00091	DOID:12365	0
rephetio-v2.0_perm-1	DB00091	DOID:12365	1
rephetio-v2.0_perm-3	DB00091	DOID:12365	1
rephetio-v2.0_perm-4	DB00091	DOID:12365	0
rephetio-v2.0_perm-5	DB00091	DOID:12930	0
rephetio-v2.0	DB00091	DOID:1312	1
rephetio-v2.0_perm-3	DB00091	DOID:14227	0
rephetio-v2.0_perm-1	DB00091	DOID:1459	0
rephetio-v2.0_perm-2	DB00091	DOID:1793	0
rephetio-v2.0_perm-1	DB00091	DOID:1909	1
rephetio-v2.0_perm-4	DB00091	DOID:1909	1
rephetio-v2.0_perm-4	DB00091	DOID:2043	1
rephetio-v2.0_perm-4	DB00091	DOID:2174	0
rephetio-v2.0_perm-1	DB00091	DOID:2377	0
rephetio-v2.0_perm-5	DB00091	DOID:2377	0
rephetio-v2.0_perm-2	DB00091	DOID:2394	0
rephetio-v2.0_perm-4	DB00091	DOID:2531	1
rephetio-v2.0_perm-1	DB00091	DOID:2841	1
rephetio-v2.0_perm-3	DB00091	DOID:2841	1
rephetio-v2.0_perm-2	DB00091	DOID:2994	1
rephetio-v2.0_perm-4	DB00091	DOID:2994	0
rephetio-v2.0_perm-3	DB00091	DOID:2998	0
rephetio-v2.0_perm-4	DB00091	DOID:3070	0
rephetio-v2.0_perm-4	DB00091	DOID:3083	0
rephetio-v2.0_perm-3	DB00091	DOID:3277	0
rephetio-v2.0_perm-4	DB00091	DOID:3310	0
rephetio-v2.0_perm-2	DB00091	DOID:3393	1
rephetio-v2.0_perm-5	DB00091	DOID:3393	1
rephetio-v2.0_perm-5	DB00091	DOID:4159	0
rephetio-v2.0_perm-3	DB00091	DOID:418	0
rephetio-v2.0_perm-3	DB00091	DOID:4481	0
rephetio-v2.0_perm-3	DB00091	DOID:5041	1
rephetio-v2.0_perm-1	DB00091	DOID:585	0
rephetio-v2.0_perm-5	DB00091	DOID:585	0
rephetio-v2.0_perm-2	DB00091	DOID:635	1
rephetio-v2.0_perm-3	DB00091	DOID:635	1
rephetio-v2.0_perm-5	DB00091	DOID:635	1
rephetio-v2.0_perm-4	DB00091	DOID:6364	0
rephetio-v2.0_perm-2	DB00091	DOID:7147	0
rephetio-v2.0	DB00091	DOID:7148	1
rephetio-v2.0_perm-2	DB00091	DOID:7148	1
rephetio-v2.0_perm-3	DB00091	DOID:7148	0
rephetio-v2.0_perm-4	DB00091	DOID:7148	0
rephetio-v2.0	DB00091	DOID:8893	1
rephetio-v2.0_perm-1	DB00091	DOID:8893	1
rephetio-v2.0_perm-5	DB00091	DOID:8893	1
rephetio-v2.0	DB00091	DOID:9074	1
rephetio-v2.0_perm-1	DB00091	DOID:9074	0
rephetio-v2.0_perm-4	DB00091	DOID:9074	1
rephetio-v2.0_perm-3	DB00091	DOID:9352	0
rephetio-v2.0_perm-4	DB00091	DOID:9744	0
rephetio-v2.0	DB00091	DOID:986	0
rephetio-v2.0_perm-1	DB00104	DOID:0050741	0
rephetio-v2.0_perm-3	DB00104	DOID:0050741	0
rephetio-v2.0_perm-4	DB00104	DOID:0050742	0
rephetio-v2.0_perm-1	DB00104	DOID:10283	0
rephetio-v2.0_perm-3	DB00104	DOID:10283	1
rephetio-v2.0_perm-1	DB00104	DOID:10534	0
rephetio-v2.0	DB00104	DOID:10652	0
rephetio-v2.0_perm-1	DB00104	DOID:11054	0
rephetio-v2.0_perm-2	DB00104	DOID:11054	0
rephetio-v2.0_perm-2	DB00104	DOID:1115	0
rephetio-v2.0_perm-3	DB00104	DOID:12306	0
rephetio-v2.0_perm-3	DB00104	DOID:12365	0
rephetio-v2.0_perm-1	DB00104	DOID:12930	0
rephetio-v2.0_perm-5	DB00104	DOID:13189	0
rephetio-v2.0_perm-1	DB00104	DOID:14221	0
rephetio-v2.0_perm-4	DB00104	DOID:14227	0
rephetio-v2.0_perm-2	DB00104	DOID:1612	0
rephetio-v2.0_perm-4	DB00104	DOID:1612	0
rephetio-v2.0_perm-1	DB00104	DOID:1826	0
rephetio-v2.0	DB00104	DOID:1909	0
rephetio-v2.0_perm-1	DB00104	DOID:1936	0
rephetio-v2.0_perm-4	DB00104	DOID:2174	0
rephetio-v2.0_perm-4	DB00104	DOID:219	0
rephetio-v2.0_perm-4	DB00104	DOID:2377	0
rephetio-v2.0_perm-5	DB00104	DOID:2531	1
rephetio-v2.0	DB00104	DOID:3070	0
rephetio-v2.0_perm-2	DB00104	DOID:3070	0
rephetio-v2.0	DB00104	DOID:3277	1
rephetio-v2.0_perm-1	DB00104	DOID:332	1
rephetio-v2.0_perm-2	DB00104	DOID:332	0
rephetio-v2.0_perm-3	DB00104	DOID:332	0
rephetio-v2.0_perm-4	DB00104	DOID:3393	1
rephetio-v2.0_perm-1	DB00104	DOID:3571	0
rephetio-v2.0_perm-5	DB00104	DOID:363	0
rephetio-v2.0_perm-3	DB00104	DOID:5041	0
rephetio-v2.0_perm-4	DB00104	DOID:5041	0
rephetio-v2.0_perm-2	DB00104	DOID:7148	0
rephetio-v2.0_perm-5	DB00104	DOID:8577	0
rephetio-v2.0	DB00104	DOID:9352	0
rephetio-v2.0_perm-1	DB00104	DOID:9970	0
rephetio-v2.0_perm-2	DB00104	DOID:9970	1
rephetio-v2.0_perm-2	DB00126	DOID:0050741	0
rephetio-v2.0_perm-2	DB00126	DOID:0050742	0
rephetio-v2.0_perm-4	DB00126	DOID:1024	0
rephetio-v2.0	DB00126	DOID:10283	1
rephetio-v2.0_perm-3	DB00126	DOID:10283	0
rephetio-v2.0	DB00126	DOID:10652	0
rephetio-v2.0_perm-4	DB00126	DOID:11476	0
rephetio-v2.0_perm-2	DB00126	DOID:1192	0
rephetio-v2.0_perm-3	DB00126	DOID:1192	0
rephetio-v2.0_perm-4	DB00126	DOID:1192	0
rephetio-v2.0_perm-5	DB00126	DOID:11934	0
rephetio-v2.0_perm-2	DB00126	DOID:12236	0
rephetio-v2.0_perm-2	DB00126	DOID:12306	0
rephetio-v2.0_perm-1	DB00126	DOID:12365	0
rephetio-v2.0_perm-1	DB00126	DOID:12930	0
rephetio-v2.0_perm-1	DB00126	DOID:1324	1
rephetio-v2.0_perm-4	DB00126	DOID:1324	0
rephetio-v2.0_perm-5	DB00126	DOID:1686	1
rephetio-v2.0_perm-5	DB00126	DOID:1793	0
rephetio-v2.0_perm-5	DB00126	DOID:2043	0
rephetio-v2.0_perm-2	DB00126	DOID:2174	0
rephetio-v2.0_perm-2	DB00126	DOID:2394	0
rephetio-v2.0_perm-4	DB00126	DOID:2394	1
rephetio-v2.0_perm-2	DB00126	DOID:2531	1
rephetio-v2.0_perm-3	DB00126	DOID:2531	0
rephetio-v2.0_perm-3	DB00126	DOID:263	0
rephetio-v2.0_perm-3	DB00126	DOID:2994	0
rephetio-v2.0_perm-2	DB00126	DOID:3070	0
rephetio-v2.0_perm-5	DB00126	DOID:3070	0
rephetio-v2.0_perm-2	DB00126	DOID:3277	0
rephetio-v2.0_perm-5	DB00126	DOID:332	0
rephetio-v2.0_perm-5	DB00126	DOID:363	0
rephetio-v2.0_perm-4	DB00126	DOID:418	0
rephetio-v2.0	DB00126	DOID:4362	0
rephetio-v2.0_perm-3	DB00126	DOID:4362	0
rephetio-v2.0_perm-1	DB00126	DOID:5041	0
rephetio-v2.0_perm-2	DB00126	DOID:5041	0
rephetio-v2.0_perm-5	DB00126	DOID:5408	0
rephetio-v2.0	DB00126	DOID:585	0
rephetio-v2.0_perm-5	DB00126	DOID:585	0
rephetio-v2.0	DB00126	DOID:6364	0
rephetio-v2.0_perm-1	DB00126	DOID:7147	0
rephetio-v2.0_perm-2	DB00126	DOID:7147	0
rephetio-v2.0_perm-4	DB00126	DOID:7148	0
rephetio-v2.0_perm-5	DB00126	DOID:7148	0
rephetio-v2.0_perm-1	DB00126	DOID:9008	0
rephetio-v2.0_perm-4	DB00126	DOID:9008	0
rephetio-v2.0_perm-3	DB00126	DOID:9074	0
rephetio-v2.0_perm-3	DB00126	DOID:9206	0
rephetio-v2.0_perm-3	DB00126	DOID:9352	1
rephetio-v2.0_perm-5	DB00126	DOID:986	0
rephetio-v2.0_perm-5	DB00126	DOID:9970	0
rephetio-v2.0_perm-4	DB00136	DOID:0050741	0
rephetio-v2.0_perm-3	DB00136	DOID:0050742	1
rephetio-v2.0_perm-2	DB00136	DOID:10283	0
rephetio-v2.0_perm-3	DB00136	DOID:10283	0
rephetio-v2.0_perm-4	DB00136	DOID:10283	0
rephetio-v2.0_perm-5	DB00136	DOID:10283	0
rephetio-v2.0_perm-1	DB00136	DOID:10763	1
rephetio-v2.0_perm-3	DB00136	DOID:10763	0
rephetio-v2.0_perm-4	DB00136	DOID:10763	1
rephetio-v2.0_perm-3	DB00136	DOID:11054	0
rephetio-v2.0_perm-2	DB00136	DOID:1115	0
rephetio-v2.0	DB00136	DOID:11476	1
rephetio-v2.0_perm-4	DB00136	DOID:11612	0
rephetio-v2.0_perm-5	DB00136	DOID:11612	0
rephetio-v2.0_perm-1	DB00136	DOID:11714	0
rephetio-v2.0_perm-3	DB00136	DOID:11714	0
rephetio-v2.0_perm-1	DB00136	DOID:12236	0
rephetio-v2.0	DB00136	DOID:12361	0
rephetio-v2.0_perm-5	DB00136	DOID:12361	0
rephetio-v2.0_perm-2	DB00136	DOID:1312	0
rephetio-v2.0	DB00136	DOID:1324	0
rephetio-v2.0_perm-3	DB00136	DOID:14221	1
rephetio-v2.0_perm-4	DB00136	DOID:1612	0
rephetio-v2.0_perm-2	DB00136	DOID:1781	1
rephetio-v2.0_perm-1	DB00136	DOID:1793	0
rephetio-v2.0	DB00136	DOID:1826	0
rephetio-v2.0_perm-1	DB00136	DOID:1826	0
rephetio-v2.0_perm-4	DB00136	DOID:1826	1
rephetio-v2.0_perm-1	DB00136	DOID:184	0
rephetio-v2.0_perm-2	DB00136	DOID:1909	0
rephetio-v2.0_perm-1	DB00136	DOID:2043	0
rephetio-v2.0_perm-2	DB00136	DOID:219	0
rephetio-v2.0_perm-5	DB00136	DOID:2531	1
rephetio-v2.0_perm-1	DB00136	DOID:263	0
rephetio-v2.0_perm-2	DB00136	DOID:2841	1
rephetio-v2.0_perm-2	DB00136	DOID:2998	0
rephetio-v2.0	DB00136	DOID:3070	0
rephetio-v2.0_perm-4	DB00136	DOID:3083	0
rephetio-v2.0_perm-3	DB00136	DOID:3277	0
rephetio-v2.0_perm-5	DB00136	DOID:3310	1
rephetio-v2.0_perm-2	DB00136	DOID:332	0
rephetio-v2.0_perm-5	DB00136	DOID:3393	0
rephetio-v2.0_perm-1	DB00136	DOID:3571	0
rephetio-v2.0_perm-1	DB00136	DOID:5408	0
rephetio-v2.0_perm-3	DB00136	DOID:5408	0
rephetio-v2.0_perm-5	DB00136	DOID:5408	0
rephetio-v2.0_perm-1	DB00136	DOID:7147	0
rephetio-v2.0	DB00136	DOID:7148	0
rephetio-v2.0_perm-4	DB00136	DOID:8577	0
rephetio-v2.0	DB00136	DOID:8893	1
rephetio-v2.0_perm-2	DB00136	DOID:8893	0
rephetio-v2.0_perm-5	DB00136	DOID:8893	0
rephetio-v2.0_perm-2	DB00136	DOID:9074	0
rephetio-v2.0	DB00136	DOID:9206	0
rephetio-v2.0_perm-4	DB00136	DOID:9206	0
rephetio-v2.0_perm-3	DB00136	DOID:986	0
rephetio-v2.0_perm-4	DB00136	DOID:986	0
rephetio-v2.0_perm-1	DB00136	DOID:9970	1
rephetio-v2.0	DB00153	DOID:0050741	0
rephetio-v2.0_perm-5	DB00153	DOID:0050741	0
rephetio-v2.0_perm-2	DB00153	DOID:10283	0
rephetio-v2.0_perm-5	DB00153	DOID:10283	0
rephetio-v2.0	DB00153	DOID:10652	0
rephetio-v2.0_perm-1	DB00153	DOID:10652	0
rephetio-v2.0_perm-1	DB00153	DOID:10763	1
rephetio-v2.0_perm-4	DB00153	DOID:1115	0
rephetio-v2.0_perm-5	DB00153	DOID:1115	1
rephetio-v2.0	DB00153	DOID:11476	1
rephetio-v2.0_perm-3	DB00153	DOID:11714	0
rephetio-v2.0_perm-1	DB00153	DOID:11934	0
rephetio-v2.0_perm-4	DB00153	DOID:11934	0
rephetio-v2.0_perm-5	DB00153	DOID:11934	0
rephetio-v2.0	DB00153	DOID:12236	0
rephetio-v2.0_perm-3	DB00153	DOID:12236	0
rephetio-v2.0_perm-2	DB00153	DOID:12306	0
rephetio-v2.0_perm-3	DB00153	DOID:12365	0
rephetio-v2.0_perm-1	DB00153	DOID:12930	0
rephetio-v2.0_perm-2	DB00153	DOID:13189	1
rephetio-v2.0_perm-1	DB00153	DOID:13378	0
rephetio-v2.0_perm-5	DB00153	DOID:14221	0
rephetio-v2.0_perm-3	DB00153	DOID:1459	0
rephetio-v2.0_perm-4	DB00153	DOID:1459	0
rephetio-v2.0	DB00153	DOID:1686	0
rephetio-v2.0_perm-4	DB00153	DOID:1686	0
rephetio-v2.0_perm-4	DB00153	DOID:1793	1
rephetio-v2.0_perm-3	DB00153	DOID:1909	0
rephetio-v2.0_perm-4	DB00153	DOID:1909	0
rephetio-v2.0_perm-4	DB00153	DOID:1936	0
rephetio-v2.0_perm-4	DB00153	DOID:2174	0
rephetio-v2.0_perm-3	DB00153	DOID:219	0
rephetio-v2.0	DB00153	DOID:2394	0
rephetio-v2.0_perm-3	DB00153	DOID:2531	0
rephetio-v2.0_perm-1	DB00153	DOID:2994	0
rephetio-v2.0_perm-2	DB00153	DOID:3277	0
rephetio-v2.0_perm-5	DB00153	DOID:3310	0
rephetio-v2.0_perm-1	DB00153	DOID:3393	1
rephetio-v2.0_perm-1	DB00153	DOID:363	0
rephetio-v2.0_perm-4	DB00153	DOID:363	0
rephetio-v2.0	DB00153	DOID:4045	0
rephetio-v2.0	DB00153	DOID:418	0
rephetio-v2.0_perm-5	DB00153	DOID:4362	0
rephetio-v2.0_perm-1	DB00153	DOID:4989	0
rephetio-v2.0_perm-3	DB00153	DOID:4989	0
rephetio-v2.0_perm-3	DB00153	DOID:5408	0
rephetio-v2.0_perm-4	DB00153	DOID:5408	0
rephetio-v2.0_perm-2	DB00153	DOID:635	1
rephetio-v2.0	DB00153	DOID:6364	0
rephetio-v2.0_perm-1	DB00153	DOID:6364	0
rephetio-v2.0_perm-5	DB00153	DOID:6364	0
rephetio-v2.0	DB00153	DOID:7148	1
rephetio-v2.0_perm-4	DB00153	DOID:7148	1
rephetio-v2.0_perm-3	DB00153	DOID:8893	1
rephetio-v2.0_perm-5	DB00153	DOID:9074	1
rephetio-v2.0_perm-3	DB00153	DOID:9352	1
rephetio-v2.0_perm-1	DB00169	DOID:0050742	0
rephetio-v2.0_perm-2	DB00169	DOID:0060073	0
rephetio-v2.0	DB00169	DOID:1024	0
rephetio-v2.0_perm-1	DB00169	DOID:10534	0
rephetio-v2.0_perm-3	DB00169	DOID:10652	0
rephetio-v2.0_perm-2	DB00169	DOID:10763	1
rephetio-v2.0_perm-5	DB00169	DOID:10763	1
rephetio-v2.0_perm-2	DB00169	DOID:11054	0
rephetio-v2.0_perm-2	DB00169	DOID:1115	0
rephetio-v2.0	DB00169	DOID:11476	1
rephetio-v2.0_perm-3	DB00169	DOID:1192	1
rephetio-v2.0	DB00169	DOID:11934	0
rephetio-v2.0_perm-2	DB00169	DOID:12236	0
rephetio-v2.0_perm-3	DB00169	DOID:12361	0
rephetio-v2.0_perm-4	DB00169	DOID:12361	0
rephetio-v2.0_perm-2	DB00169	DOID:12365	0
rephetio-v2.0_perm-5	DB00169	DOID:12365	1
rephetio-v2.0_perm-2	DB00169	DOID:12930	0
rephetio-v2.0_perm-3	DB00169	DOID:13189	0
rephetio-v2.0_perm-3	DB00169	DOID:1319	1
rephetio-v2.0	DB00169	DOID:13378	0
rephetio-v2.0_perm-1	DB00169	DOID:14227	0
rephetio-v2.0_perm-4	DB00169	DOID:14227	0
rephetio-v2.0	DB00169	DOID:1459	0
rephetio-v2.0_perm-1	DB00169	DOID:1612	0
rephetio-v2.0_perm-2	DB00169	DOID:1612	1
rephetio-v2.0_perm-4	DB00169	DOID:1612	0
rephetio-v2.0_perm-1	DB00169	DOID:1781	0
rephetio-v2.0_perm-3	DB00169	DOID:1781	0
rephetio-v2.0_perm-5	DB00169	DOID:1781	0
rephetio-v2.0_perm-3	DB00169	DOID:1793	0
rephetio-v2.0_perm-1	DB00169	DOID:1826	0
rephetio-v2.0_perm-3	DB00169	DOID:1909	0
rephetio-v2.0	DB00169	DOID:2043	0
rephetio-v2.0_perm-4	DB00169	DOID:2377	0
rephetio-v2.0_perm-2	DB00169	DOID:2531	0
rephetio-v2.0_perm-4	DB00169	DOID:2531	1
rephetio-v2.0_perm-5	DB00169	DOID:2531	0
rephetio-v2.0_perm-4	DB00169	DOID:3070	0
rephetio-v2.0_perm-1	DB00169	DOID:3083	1
rephetio-v2.0_perm-2	DB00169	DOID:3083	0
rephetio-v2.0_perm-1	DB00169	DOID:3393	0
rephetio-v2.0_perm-2	DB00169	DOID:3393	0
rephetio-v2.0_perm-4	DB00169	DOID:3393	0
rephetio-v2.0_perm-1	DB00169	DOID:3571	0
rephetio-v2.0_perm-1	DB00169	DOID:363	1
rephetio-v2.0_perm-4	DB00169	DOID:4159	1
rephetio-v2.0_perm-1	DB00169	DOID:418	0
rephetio-v2.0_perm-3	DB00169	DOID:4362	0
rephetio-v2.0_perm-3	DB00169	DOID:4481	0
rephetio-v2.0_perm-3	DB00169	DOID:4989	0
rephetio-v2.0_perm-5	DB00169	DOID:4989	0
rephetio-v2.0_perm-2	DB00169	DOID:6364	0
rephetio-v2.0_perm-3	DB00169	DOID:7147	0
rephetio-v2.0	DB00169	DOID:8577	1
rephetio-v2.0_perm-1	DB00169	DOID:8577	0
rephetio-v2.0_perm-3	DB00169	DOID:8577	1
rephetio-v2.0_perm-4	DB00169	DOID:8577	0
rephetio-v2.0	DB00169	DOID:8893	1
rephetio-v2.0_perm-4	DB00169	DOID:9008	0
rephetio-v2.0_perm-2	DB00169	DOID:9074	1
rephetio-v2.0_perm-4	DB00169	DOID:9074	1
rephetio-v2.0_perm-5	DB00169	DOID:9074	1
rephetio-v2.0	DB00169	DOID:9206	0
rephetio-v2.0	DB00169	DOID:9352	0
rephetio-v2.0_perm-2	DB00169	DOID:9352	0
rephetio-v2.0_perm-1	DB00169	DOID:9970	1
rephetio-v2.0_perm-4	DB00175	DOID:0050741	0
rephetio-v2.0_perm-2	DB00175	DOID:0060073	0
rephetio-v2.0_perm-4	DB00175	DOID:0060073	0
rephetio-v2.0_perm-5	DB00175	DOID:1024	0
rephetio-v2.0	DB00175	DOID:10283	0
rephetio-v2.0_perm-4	DB00175	DOID:10283	0
rephetio-v2.0_perm-1	DB00175	DOID:10534	1
rephetio-v2.0_perm-5	DB00175	DOID:10763	0
rephetio-v2.0_perm-5	DB00175	DOID:11054	1
rephetio-v2.0_perm-1	DB00175	DOID:1115	0
rephetio-v2.0_perm-3	DB00175	DOID:1115	0
rephetio-v2.0_perm-2	DB00175	DOID:11476	0
rephetio-v2.0_perm-3	DB00175	DOID:11476	0
rephetio-v2.0_perm-1	DB00175	DOID:11714	0
rephetio-v2.0_perm-4	DB00175	DOID:1192	0
rephetio-v2.0_perm-5	DB00175	DOID:1192	0
rephetio-v2.0_perm-4	DB00175	DOID:11934	0
rephetio-v2.0_perm-5	DB00175	DOID:11934	0
rephetio-v2.0_perm-2	DB00175	DOID:12361	0
rephetio-v2.0_perm-3	DB00175	DOID:12361	0
rephetio-v2.0_perm-5	DB00175	DOID:12361	0
rephetio-v2.0_perm-1	DB00175	DOID:1312	0
rephetio-v2.0	DB00175	DOID:1324	0
rephetio-v2.0_perm-2	DB00175	DOID:1324	0
rephetio-v2.0	DB00175	DOID:14227	0
rephetio-v2.0_perm-1	DB00175	DOID:1612	1
rephetio-v2.0_perm-3	DB00175	DOID:1686	0
rephetio-v2.0_perm-2	DB00175	DOID:1781	1
rephetio-v2.0_perm-3	DB00175	DOID:1781	0
rephetio-v2.0	DB00175	DOID:1793	0
rephetio-v2.0_perm-1	DB00175	DOID:1793	0
rephetio-v2.0_perm-5	DB00175	DOID:1826	0
rephetio-v2.0	DB00175	DOID:1936	1
rephetio-v2.0_perm-1	DB00175	DOID:2043	0
rephetio-v2.0_perm-3	DB00175	DOID:2174	0
rephetio-v2.0_perm-2	DB00175	DOID:219	0
rephetio-v2.0_perm-3	DB00175	DOID:219	1
rephetio-v2.0_perm-3	DB00175	DOID:2394	0
rephetio-v2.0_perm-2	DB00175	DOID:2531	1
rephetio-v2.0_perm-1	DB00175	DOID:263	0
rephetio-v2.0_perm-1	DB00175	DOID:2841	0
rephetio-v2.0_perm-4	DB00175	DOID:2841	1
rephetio-v2.0_perm-5	DB00175	DOID:2994	0
rephetio-v2.0	DB00175	DOID:3310	0
rephetio-v2.0	DB00175	DOID:3393	1
rephetio-v2.0_perm-2	DB00175	DOID:3393	0
rephetio-v2.0_perm-3	DB00175	DOID:3393	0
rephetio-v2.0_perm-4	DB00175	DOID:3393	0
rephetio-v2.0	DB00175	DOID:3571	0
rephetio-v2.0_perm-2	DB00175	DOID:3571	0
rephetio-v2.0	DB00175	DOID:363	0
rephetio-v2.0_perm-3	DB00175	DOID:363	1
rephetio-v2.0_perm-4	DB00175	DOID:363	1
rephetio-v2.0_perm-5	DB00175	DOID:363	0
rephetio-v2.0_perm-3	DB00175	DOID:4045	0
rephetio-v2.0_perm-1	DB00175	DOID:4159	0
rephetio-v2.0	DB00175	DOID:4362	0
rephetio-v2.0_perm-2	DB00175	DOID:4362	0
rephetio-v2.0_perm-4	DB00175	DOID:4362	0
rephetio-v2.0_perm-5	DB00175	DOID:4362	0
rephetio-v2.0_perm-2	DB00175	DOID:4481	0
rephetio-v2.0_perm-3	DB00175	DOID:4481	0
rephetio-v2.0_perm-5	DB00175	DOID:4481	1
rephetio-v2.0_perm-2	DB00175	DOID:4989	0
rephetio-v2.0_perm-3	DB00175	DOID:4989	0
rephetio-v2.0_perm-4	DB00175	DOID:7148	0
rephetio-v2.0_perm-1	DB00175	DOID:9074	0
rephetio-v2.0_perm-1	DB00175	DOID:9206	0
rephetio-v2.0_perm-4	DB00175	DOID:9352	0
rephetio-v2.0_perm-5	DB00175	DOID:9744	0
rephetio-v2.0_perm-2	DB00175	DOID:986	0
rephetio-v2.0_perm-1	DB00177	DOID:0050742	0
rephetio-v2.0_perm-2	DB00177	DOID:0060073	1
rephetio-v2.0	DB00177	DOID:10652	0
rephetio-v2.0	DB00177	DOID:10763	1
rephetio-v2.0_perm-1	DB00177	DOID:10763	1
rephetio-v2.0_perm-2	DB00177	DOID:10763	1
rephetio-v2.0	DB00177	DOID:1115	0
rephetio-v2.0_perm-3	DB00177	DOID:1115	1
rephetio-v2.0_perm-1	DB00177	DOID:11476	0
rephetio-v2.0_perm-3	DB00177	DOID:11476	0
rephetio-v2.0_perm-5	DB00177	DOID:11476	0
rephetio-v2.0_perm-2	DB00177	DOID:11612	0
rephetio-v2.0_perm-5	DB00177	DOID:11612	0
rephetio-v2.0_perm-1	DB00177	DOID:1192	1
rephetio-v2.0_perm-1	DB00177	DOID:12306	0
rephetio-v2.0_perm-1	DB00177	DOID:12365	0
rephetio-v2.0_perm-4	DB00177	DOID:12365	0
rephetio-v2.0_perm-2	DB00177	DOID:13189	0
rephetio-v2.0_perm-3	DB00177	DOID:1319	0
rephetio-v2.0_perm-5	DB00177	DOID:1324	1
rephetio-v2.0	DB00177	DOID:13378	0
rephetio-v2.0_perm-1	DB00177	DOID:14227	0
rephetio-v2.0	DB00177	DOID:1612	0
rephetio-v2.0_perm-4	DB00177	DOID:1612	0
rephetio-v2.0_perm-3	DB00177	DOID:1686	1
rephetio-v2.0_perm-4	DB00177	DOID:1686	0
rephetio-v2.0_perm-4	DB00177	DOID:1781	0
rephetio-v2.0_perm-5	DB00177	DOID:1781	0
rephetio-v2.0	DB00177	DOID:184	0
rephetio-v2.0_perm-1	DB00177	DOID:184	0
